Country,series,Year,Value,Source,Exports (current US$),Imports (current US$),Current Account Balance (US$),NE.EXP.GNFS.CD,NE.IMP.GNFS.CD,NY.GDP.MKTP.CD,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NY.GDP.MKTP.KD.ZG,SH.XPD.CHEX.GD.ZS
CZE,,2001,,IMF,33128639672.7285,34009759252.4917,-3272573493.81492,33128639672.7285,34009759252.4917,68135304463.9641,,,,
CZE,,2002,,IMF,36991594020.514,38081836120.054,-4264835726.29032,36991594020.514,38081836120.054,82607869609.574,,,,
CZE,,2003,,IMF,46770321528.5902,48289127583.3954,-5785485093.44665,46770321528.5902,48289127583.3954,100435924704.881,,,,
CZE,,2004,,IMF,68363528120.8414,67612627335.6213,-4457211225.0831,68363528120.8414,67612627335.6213,120147899983.657,,,,
CZE,,2005,,IMF,84772805062.319,81579428485.5619,-2809704225.91577,84772805062.319,81579428485.5619,137264185596.1,,,,
CZE,,2006,,IMF,101376993750.996,97122758413.1424,-3996084353.2344,101376993750.996,97122758413.1424,156236258386.589,,,,
CZE,,2007,,IMF,125712955252.123,121105712610.317,-8945618935.57797,125712955252.123,121105712610.317,190040702286.917,,,,
CZE,,2008,,IMF,149079880738.298,143962757077.503,-4407952631.4357,149079880738.298,143962757077.503,236506264753.95,,,,
CZE,,2009,,IMF,121028432041.127,112951738970.781,-4869768332.55461,121028432041.127,112951738970.781,206971882704.716,,,,
CZE,,2010,,IMF,137030722710.196,130639247051.431,-7351204483.70952,137030722710.196,130639247051.431,211168667286.27,,,,
CZE,,2011,,IMF,162580614171.819,153901041200.653,-5020059122.20126,162580614171.819,153901041200.653,231429378717.312,,,,
CZE,,2012,,IMF,157992900012.77,148043927978.547,-3158497435.6835,157992900012.77,148043927978.547,210363223087.728,,,,
CZE,,2013,,IMF,161004654093.942,148950542267.945,-1105890387.14822,161004654093.942,148950542267.945,213024360541.119,,,,
CZE,,2014,,IMF,171578513790.196,158318631819.824,457719869.135027,171578513790.196,158318631819.824,210911285077.683,,,,
CZE,,2015,,IMF,151309924284.771,139950729203.72,845256960.753614,151309924284.771,139950729203.72,189107698561.919,80.0125671431762,74.0058338544563,4.95875848915604,7.3351512
CZE,,2016,,IMF,154779987656.804,139581736162.494,3462558729.3382,154779987656.804,139581736162.494,198160659303.939,78.108333006403,70.4386716580323,2.58087013921376,7.3930459
CZE,,2017,,IMF,172120406679.12,155241626146.102,2997792966.84194,172120406679.12,155241626146.102,221563575696.217,77.6844326231276,70.066402231634,5.17356529967881,7.33911419
CZE,,2018,,IMF,190530873335.148,175215168028.716,1138652111.95744,190530873335.148,175215168028.716,251992360762.236,75.6097814865591,69.5319364042301,2.83030588267866,7.46030998
CZE,,2019,,IMF,185212440994.669,169560596975.875,914688375.320722,185212440994.669,169560596975.875,256794209028.77,72.1248511386482,66.0297588552233,3.56577658128261,7.61342955
CZE,,2020,,IMF,170154349910.061,153225751553.732,4482811689.93783,170154349910.061,153225751553.732,251109660602.536,67.7609732344735,61.0194570714913,-5.30487955463876,9.15721989
CZE,,2021,,IMF,205281381420.63,194451452690.495,-5954003328.75646,205281381420.63,194451452690.495,290972714482.313,70.550045142844,66.8280711600245,4.02901832055149,9.45247459
CZE,,2022,,IMF,218554266386.95,216117395213.426,-13644233573.7924,218554266386.95,216117395213.426,301831228325.556,72.4094281428088,71.6020659665878,2.8471706583814,8.79904652
CZE,,2023,,IMF,236736835387.44,219580128915.034,-432726982.426123,236736835387.44,219580128915.034,343206568134.637,68.977944295801,63.9789996177739,-0.0552618201120225,8.53962803
DEU,,2000,,IMF,583812721397.648,580553292712.158,-29762995297.876,583812721397.648,580553292712.158,1966980701145.1,,,,
DEU,,2001,,IMF,600934274699.607,570228511976.772,-3351198981.71195,600934274699.607,570228511976.772,1966381496641.73,,,,
DEU,,2002,,IMF,655732684858.04,570622539400.393,41715833075.2022,655732684858.04,570622539400.393,2102350798305.89,,,,
DEU,,2003,,IMF,792550922245.881,700765174545.097,38844755800.7871,792550922245.881,700765174545.097,2534715518349.01,,,,
DEU,,2004,,IMF,967940099859.462,826352918672.203,129316740102.742,967940099859.462,826352918672.203,2852317768061.78,,,,
DEU,,2005,,IMF,1040265986689.49,896950519582.879,134347232008.153,1040265986689.49,896950519582.879,2893393187361.87,,,,
DEU,,2006,,IMF,1187129764083.53,1029339915529.41,177801382778.984,1187129764083.53,1029339915529.41,3046308753670.58,,,,
DEU,,2007,,IMF,1415809341318.83,1193186147672.55,233631816088.626,1415809341318.83,1193186147672.55,3484056680854.91,,,,
DEU,,2008,,IMF,1559414079161.72,1339125795807.81,212408934302.769,1559414079161.72,1339125795807.81,3808786022312.5,,,,
DEU,,2009,,IMF,1233301486982.42,1067378170076.17,204409056401.103,1233301486982.42,1067378170076.17,3479800820863.28,,,,
DEU,,2010,,IMF,1369340699300.0,1192329684250.0,200147569523.953,1369340699300.0,1192329684250.0,3468154343000.01,,,,
DEU,,2011,,IMF,1592275709231.52,1406669611896.89,239390912242.389,1592275709231.52,1406669611896.89,3824828563521.41,,,,
DEU,,2012,,IMF,1535179851348.05,1317969624114.84,258786555248.712,1535179851348.05,1317969624114.84,3597896500945.31,,,,
DEU,,2013,,IMF,1586778324179.22,1366940257620.0,256178763288.646,1586778324179.22,1366940257620.0,3808086291482.36,,,,
DEU,,2014,,IMF,1653100023449.01,1393837781387.05,285239819861.607,1653100023449.01,1393837781387.05,3965800686309.79,,,,
DEU,,2015,,IMF,1458592274325.0,1204648073431.64,277320527052.803,1458592274325.0,1204648073431.64,3423568450957.03,42.6044431481211,35.1869136162559,1.65271978656361,11.19027996
DEU,,2016,,IMF,1472560807845.53,1215609853746.31,314857603893.818,1472560807845.53,1215609853746.31,3537784107980.55,41.6238177033957,34.3607698108013,2.29471066413561,11.24166584
DEU,,2017,,IMF,1592765732735.3,1326138381464.71,304192789523.706,1592765732735.3,1326138381464.71,3763092263752.95,42.3259814296135,35.24065551723,2.71602454639843,11.32552433
DEU,,2018,,IMF,1726455112200.0,1483856351069.02,342181727697.51,1726455112200.0,1483856351069.02,4052008447223.53,42.6073917339186,36.6202679583694,1.11644310902427,11.47314644
DEU,,2019,,IMF,1677314255411.76,1454172759796.08,311830319405.002,1677314255411.76,1454172759796.08,3957208055215.68,42.3863044855837,36.747442628887,0.987893350164853,11.71595001
DEU,,2020,,IMF,1543321676059.15,1332716704314.4,250193181663.212,1543321676059.15,1332716704314.4,3940142541354.1,39.1691838521344,33.824073376198,-4.09513751682526,12.6902256
DEU,,2021,,IMF,1854878618151.13,1630569552864.31,301386469208.008,1854878618151.13,1630569552864.31,4348297440387.53,42.6575836538409,37.4990343972191,3.6699998840452,12.90171242
DEU,,2022,,IMF,1906115968542.81,1802154794791.84,161758503775.041,1906115968542.81,1802154794791.84,4163596357879.39,45.7805177232318,43.2836096462941,1.36973104612758,12.60513115
DEU,,2023,,IMF,1964261782880.43,1782980609876.5,251479148832.124,1964261782880.43,1782980609876.5,4525703903627.53,43.4023485563427,39.3967578932279,-0.266438401180253,11.79903221
DJI,,2000,,IMF,,,33305011.7881398,,,551230861.856505,,,,
DJI,,2001,,IMF,,,68849488.8054872,,,572417440.820162,,,,
DJI,,2002,,IMF,,,69901699.8553913,,,591122039.601398,,,,
DJI,,2003,,IMF,,,79033991.4810293,,,622044665.515049,,,,
DJI,,2004,,IMF,,,3151006.35265388,,,666072101.777505,,,,
DJI,,2005,,IMF,,,20132679.874635,,,708633194.726566,,,,
DJI,,2006,,IMF,,,-16565290.5396661,,,768873684.032838,,,,
DJI,,2007,,IMF,,,-171352850.81673,,,847918929.107984,,,,
DJI,,2008,,IMF,,,-225386026.412185,,,999105339.267729,,,,
DJI,,2009,,IMF,,,-71100207.6288114,,,1049110684.72493,,,,
DJI,,2010,,IMF,,,50489250.0042201,,,1128611700.3618,,,,
DJI,,2011,,IMF,,,-171842382.160803,,,1239144501.77525,,,,
DJI,,2012,,IMF,,,-147967882.242391,,,1353632941.5207,,,,
DJI,,2013,,IMF,3197793170.19373,3911141620.85516,-628690167.64078,3197793170.19373,3911141620.85516,2044440443.16654,,,,
DJI,,2014,,IMF,3507482741.48806,3122554694.71813,530581858.798175,3507482741.48806,3122554694.71813,2220637966.25047,,,,
DJI,,2015,,IMF,3525582232.82561,2980599355.73174,714224636.381289,3525582232.82561,2980599355.73174,2424391785.43897,145.421307480105,122.942148774525,7.30898563450799,3.3475771
DJI,,2016,,IMF,2703006397.66826,2847423770.96685,-26058614.6594145,2703006397.66826,2847423770.96685,2604955228.70117,103.764025112093,109.307973495828,7.1234323372872,2.7416594
DJI,,2017,,IMF,4146589316.96311,4306024611.61033,-132468779.009807,4146589316.96311,4306024611.61033,2762581334.22612,150.098361470494,155.869604932974,5.458091517212,2.46857476
DJI,,2018,,IMF,4563067954.82807,4188947845.21807,428622508.120725,4563067954.82807,4188947845.21807,2913464658.08768,156.619986522272,143.778914001572,4.77433934943193,2.51871514
DJI,,2019,,IMF,5149667174.954,4763668896.7539,563976063.605314,5149667174.954,4763668896.7539,3088851450.30694,166.717864481384,154.221365882795,5.54508081154978,2.40641236
DJI,,2020,,IMF,3682879344.59068,3414846866.71806,366358434.102113,3682879344.59068,3414846866.71806,3144136196.6228,117.134854035476,108.610017288247,1.2021151728969,2.32228446
DJI,,2021,,IMF,4842477816.3526,4096786536.2,-225105811.918682,4842477816.3526,4096786536.2,3392796953.08939,142.728193974095,120.749534759797,4.40715667561153,2.88669515
DJI,,2022,,IMF,5673808947.73268,5096060679.37948,656206986.621375,5673808947.73268,5096060679.37948,3562814908.76149,159.250735528808,143.034673702738,5.16653702854374,2.49675012
DJI,,2023,,IMF,5876570579.7289,5269169090.8784,721348509.707446,5876570579.7289,5269169090.8784,3917150480.80981,150.021568191427,134.515360507393,7.37207148701995,
DMA,,2000,,IMF,,,-66489524.2471419,,,333470370.37037,,,,
DMA,,2001,,IMF,,,-43852852.38814,,,377462962.962963,,,,
DMA,,2002,,IMF,,,-33211083.3613349,,,375200000.0,,,,
DMA,,2003,,IMF,,,-22575100.1620296,,,373318518.518519,,,,
DMA,,2004,,IMF,,,-33354494.0301226,,,396711111.111111,,,,
DMA,,2005,,IMF,,,-62989897.2582085,,,391455555.555556,,,,
DMA,,2006,,IMF,,,-29111991.8272397,,,416674074.074074,,,,
DMA,,2007,,IMF,,,-76516241.4409115,,,444685185.185185,,,,
DMA,,2008,,IMF,,,-117688640.005715,,,480003703.703704,,,,
DMA,,2009,,IMF,,,-101424974.581804,,,515618518.518519,,,,
DMA,,2010,,IMF,,,-88027438.5059167,,,519859259.259259,,,,
DMA,,2011,,IMF,,,-71015543.4452104,,,532081481.481481,,,,
DMA,,2012,,IMF,,,-85956586.5899504,,,520355555.555556,,,,
DMA,,2013,,IMF,,,-93161520.4840363,,,545325925.925926,,,,
DMA,,2014,,IMF,,,-35553050.5348086,,,572255555.555555,,,,
DMA,,2015,,IMF,,,-38297880.6834389,,,583177777.777778,,,-3.37338262476895,5.15941811
DMA,,2016,,IMF,,,-51790962.1357644,,,612711111.111111,,,1.44724556489263,5.12308073
DMA,,2017,,IMF,,,-57518337.0548581,,,563355555.555555,,,-7.5443637547282,5.46245432
DMA,,2018,,IMF,,,-258814062.518553,,,628244444.444444,,,2.964010610466,6.18495989
DMA,,2019,,IMF,,,-233190596.666667,,,644259259.259259,,,3.94809757938053,5.16903925
DMA,,2020,,IMF,,,-186374562.592593,,,528944444.444444,,,-15.7064024545862,6.12651205
DMA,,2021,,IMF,,,-186100949.62963,,,562911111.111111,,,5.37983838954712,6.31661367
DMA,,2022,,IMF,,,-163745902.962963,,,623062962.962963,,,10.3968076616121,6.31969738
DMA,,2023,,IMF,,,-223632291.851852,,,659311111.111111,,,3.65221012208734,
DNK,,2000,,IMF,73620705669.8544,62604702032.636,2261835981.64661,73620705669.8544,62604702032.636,164043817223.59,,,,
DNK,,2001,,IMF,75069907723.3623,63303119743.3556,4848072420.25253,75069907723.3623,63303119743.3556,164881594415.341,,,,
DNK,,2002,,IMF,81644271219.9324,69404219159.6894,3460409556.63061,81644271219.9324,69404219159.6894,178788209558.311,,,,
DNK,,2003,,IMF,95609830441.5805,80789965238.247,6963066045.36346,95609830441.5805,80789965238.247,218421193436.252,,,,
DNK,,2004,,IMF,110424226102.051,96223902121.4802,5940838083.38819,110424226102.051,96223902121.4802,251986155630.852,,,,
DNK,,2005,,IMF,125615175507.345,111425808501.059,11007384393.5368,125615175507.345,111425808501.059,265150087711.985,,,,
DNK,,2006,,IMF,143632474608.193,132470258290.173,9461656812.10659,143632474608.193,132470258290.173,283386151543.687,,,,
DNK,,2007,,IMF,164581516799.236,155784301118.724,4841519012.77283,164581516799.236,155784301118.724,320213157595.018,,,,
DNK,,2008,,IMF,191585682313.019,179262473078.206,10413116838.3802,191585682313.019,179262473078.206,354979471960.142,,,,
DNK,,2009,,IMF,151627484191.087,136777444458.953,11841119739.7882,151627484191.087,136777444458.953,322619152194.594,,,,
DNK,,2010,,IMF,163077152065.006,141177531238.47,20620116949.6989,163077152065.006,141177531238.47,322345594075.47,,,,
DNK,,2011,,IMF,186218363096.252,165028065711.771,21825994304.4142,186218363096.252,165028065711.771,344315595263.175,,,,
DNK,,2012,,IMF,180000103467.498,161048079536.101,19740800630.09,180000103467.498,161048079536.101,326792574244.963,,,,
DNK,,2013,,IMF,189274488026.811,167807403980.041,25448871233.7706,189274488026.811,167807403980.041,344631016965.12,,,,
DNK,,2014,,IMF,193470125256.869,170691434960.267,29416523473.0409,193470125256.869,170691434960.267,352832602064.452,,,,
DNK,,2015,,IMF,168424695289.912,148815553500.626,24001718117.8328,168424695289.912,148815553500.626,301758922337.637,55.8143215733858,49.3160408805133,2.10441456445301,10.34411812
DNK,,2016,,IMF,167778866084.333,148938310649.103,22097819607.2524,167778866084.333,148938310649.103,312181849372.233,53.7439528985173,47.7088309101261,3.07304549209093,10.25162029
DNK,,2017,,IMF,183533038706.585,162057186530.798,24407353224.3797,183533038706.585,162057186530.798,331610593961.988,55.3459515613736,48.869725359068,3.05647723922718,10.09825516
DNK,,2018,,IMF,202458132658.687,184150748807.726,22186552978.6894,202458132658.687,184150748807.726,355293374912.393,56.9833683807386,51.8306171211701,1.8600074900921,10.09764194
DNK,,2019,,IMF,203616268094.231,182858534958.076,25646990584.7484,203616268094.231,182858534958.076,345401473012.615,58.9506079167167,52.9408671489359,1.71140093932736,10.1524353
DNK,,2020,,IMF,195728280394.404,175669403452.283,25716140285.5588,195728280394.404,175669403452.283,355631021931.621,55.0368973244514,49.3965353466999,-1.78010601831291,10.71854591
DNK,,2021,,IMF,240230209506.495,214760461802.144,34953368065.0764,240230209506.495,214760461802.144,408378204639.999,58.8254237804554,52.5886199023436,7.38206633449863,10.74728584
DNK,,2022,,IMF,283566453489.183,245165423200.384,44624893921.1656,283566453489.183,245165423200.384,401945576107.963,70.5484698289144,60.9946813134056,1.54017307357893,9.4758625
DNK,,2023,,IMF,276658217282.024,243477297619.387,44904645950.2396,276658217282.024,243477297619.387,407091920305.404,67.9596433833598,59.8089240967317,2.49518434516773,9.41784573
DOM,,2000,,IMF,8628023506.90525,10646556076.7145,-1026500000.0,8628023506.90525,10646556076.7145,24305780628.6677,,,,
DOM,,2001,,IMF,8164580327.96432,9887410923.34882,-740800000.0,8164580327.96432,9887410923.34882,25601823687.5742,,,,
DOM,,2002,,IMF,8337710063.13632,10312030141.0035,-797900000.0,8337710063.13632,10312030141.0035,27137440786.2562,,,,
DOM,,2003,,IMF,9022076949.26796,9052791964.58972,1036180000.0,9022076949.26796,9052791964.58972,21403167848.1444,,,,
DOM,,2004,,IMF,9185099134.12289,8974480635.31123,1041480000.0,9185099134.12289,8974480635.31123,22322387382.494,,,,
DOM,,2005,,IMF,10136190144.5863,11921949245.922,-472910000.0,10136190144.5863,11921949245.922,35777560683.9366,,,,
DOM,,2006,,IMF,10691550324.1964,13463084948.7095,-1287410000.0,10691550324.1964,13463084948.7095,37879830084.2627,,,,
DOM,,2007,,IMF,11766045683.7059,15153678844.3438,-2166300000.0,11766045683.7059,15153678844.3438,43965458508.5056,,,,
DOM,,2008,,IMF,11517105549.6799,18024743516.105,-4519700000.0,11517105549.6799,18024743516.105,48091433554.186,,,,
DOM,,2009,,IMF,10171930288.5205,14253867213.8943,-2302900000.0,10171930288.5205,14253867213.8943,48223781476.8909,,,,
DOM,,2010,,IMF,12253253717.9847,17906216036.6345,-4023500000.0,12253253717.9847,17906216036.6345,53801053352.5005,,,,
DOM,,2011,,IMF,14097050548.0985,20132557519.7272,-4358700000.0,14097050548.0985,20132557519.7272,57948261615.957,,,,
DOM,,2012,,IMF,14999070991.3436,20433273135.4218,-3970570000.0,14999070991.3436,20433273135.4218,60561635555.6383,,,,
DOM,,2013,,IMF,15878953122.1367,19661135223.9312,-2567900000.0,15878953122.1367,19661135223.9312,62555417414.582,,,,
DOM,,2014,,IMF,17026265384.3578,20273979988.3228,-2170200000.0,17026265384.3578,20273979988.3228,67014329099.5549,,,,
DOM,,2015,,IMF,17058168235.6322,20090901341.7745,-1280300000.0,17058168235.6322,20090901341.7745,70966782572.4386,24.0368347236543,28.3102891430464,6.98771131236387,4.72216797
DOM,,2016,,IMF,18279168807.508,20804844202.6132,-814700000.000002,18279168807.508,20804844202.6132,75552902635.7075,24.1938670386292,27.5367900859185,6.71974078681295,4.57663107
DOM,,2017,,IMF,19118996309.9954,21016707908.4144,-133099999.999999,19118996309.9954,21016707908.4144,79070274743.1658,24.1797519638034,26.5797835870437,3.93386176401576,4.49336958
DOM,,2018,,IMF,20392862253.0809,24089276069.9845,-1321500000.0,20392862253.0809,24089276069.9845,84994732049.3461,23.993089643769,28.3420813139322,7.09751640210159,4.12601566
DOM,,2019,,IMF,20793631484.4658,24593322194.2051,-1187900000.0,20793631484.4658,24593322194.2051,89146130744.723,23.325332586795,27.587649613902,4.8940301149584,4.23948717
DOM,,2020,,IMF,14764580793.6175,20371828906.5741,-1329200000.0,14764580793.6175,20371828906.5741,78546672406.8291,18.7972072415048,25.9359541051708,-7.92905234231061,4.93967104
DOM,,2021,,IMF,20419747258.6912,28855223090.105,-2685300000.0,20419747258.6912,28855223090.105,94850719516.7127,21.5282997986043,30.4217229317071,14.0124289062207,4.91807747
DOM,,2022,,IMF,24994895244.9176,36712443290.8362,-6548900000.0,24994895244.9176,36712443290.8362,113478087134.8,22.0261866198241,32.3520110514603,5.23795652902595,4.57254791
DOM,,2023,,IMF,25685265157.3429,34354476733.3362,-4418400000.0,25685265157.3429,34354476733.3362,120456239153.739,21.3233165320401,28.5202966444017,2.19229848237939,
DZA,,2000,,IMF,23050166016.935,11390170995.9549,,23050166016.935,11390170995.9549,54790398570.3282,,,,
DZA,,2001,,IMF,20272584009.2694,12125335043.2942,,20272584009.2694,12125335043.2942,59413400923.6364,,,,
DZA,,2002,,IMF,20384692132.0902,14427027969.9656,,20384692132.0902,14427027969.9656,61516103406.1688,,,,
DZA,,2003,,IMF,26210435496.6198,16239633128.6366,,26210435496.6198,16239633128.6366,73482264190.9245,,,,
DZA,,2004,,IMF,35288382278.2491,21108011867.7891,,35288382278.2491,21108011867.7891,91913680985.1708,,,,
DZA,,2005,,IMF,47497958003.0151,24052494566.1837,21179999999.9992,47497958003.0151,24052494566.1837,107046618669.707,,,,
DZA,,2006,,IMF,56328445411.2984,24802903072.5546,28923000000.0014,56328445411.2984,24802903072.5546,123084258693.01,,,,
DZA,,2007,,IMF,63718503039.2943,32522138069.9759,30353590751.3885,63718503039.2943,32522138069.9759,142482739809.849,,,,
DZA,,2008,,IMF,82340143196.0212,45783784537.0594,33954307486.7352,82340143196.0212,45783784537.0594,180383848331.135,,,,
DZA,,2009,,IMF,48982402223.6056,47648700297.2177,431665235.507938,48982402223.6056,47648700297.2177,150317292079.359,,,,
DZA,,2010,,IMF,62203842893.358,50674049706.3808,12220267767.3085,62203842893.358,50674049706.3808,177785053939.531,,,,
DZA,,2011,,IMF,78573489718.6418,57272844071.9893,17673868500.0271,78573489718.6418,57272844071.9893,218331946925.304,,,,
DZA,,2012,,IMF,78098361757.7117,59908816252.9784,12092476753.3479,78098361757.7117,59908816252.9784,227143746075.934,,,,
DZA,,2013,,IMF,70746581763.019,65124130006.4005,1187894322.86364,70746581763.019,65124130006.4005,229701430292.157,,,,
DZA,,2014,,IMF,65994736570.1917,70019891158.5134,-9264322928.81106,65994736570.1917,70019891158.5134,238942664192.59,,,,
DZA,,2015,,IMF,38489004322.7411,61266393934.4274,-27037635153.4304,38489004322.7411,61266393934.4274,187493855609.345,20.5281416810455,32.676480909369,3.20000000089023,6.3343544
DZA,,2016,,IMF,33417246978.2851,56532525719.5141,-26204046336.6022,33417246978.2851,56532525719.5141,180763839522.151,18.4866879717888,31.2742448207328,3.90000000017621,6.00079727
DZA,,2017,,IMF,38609773040.5942,55990439549.8232,-22067518023.9626,38609773040.5942,55990439549.8232,189880896903.073,20.3336795171675,29.4871366540912,1.49999999895587,5.94846106
DZA,,2018,,IMF,45570702426.4208,56446212848.1077,-16905642520.7904,45570702426.4208,56446212848.1077,194554483655.528,23.423105738908,29.0130619390143,1.40000000088281,5.93238592
DZA,,2019,,IMF,39481135535.1468,50490845023.6565,-16954294028.7879,39481135535.1468,50490845023.6565,193459662090.677,20.407941949491,26.0989006586763,0.899999999219148,5.41731071
DZA,,2020,,IMF,25613416650.3651,40978554435.8274,-18187037296.1337,25613416650.3651,40978554435.8274,164873415325.201,15.5352011116191,24.8545554509197,-4.99999999908597,5.63831711
DZA,,2021,,IMF,43660727771.3446,43564492197.796,-4512873533.10143,43660727771.3446,43564492197.796,186231205262.082,23.4443672905951,23.3926919693657,3.79999999900707,5.0110569
DZA,,2022,,IMF,69516903679.1619,46015346669.8381,19451837762.9352,69516903679.1619,46015346669.8381,225638456572.143,30.8089785470304,20.3933971934105,3.60000000094915,3.6230433
DZA,,2023,,IMF,58488151164.9929,49682172277.5965,6462906982.69582,58488151164.9929,49682172277.5965,247626161016.414,23.6195363708424,20.0633778247296,4.10000000005964,
EAP,,2000,,IMF,577851800827.453,504919774540.115,,577851800827.453,504919774540.115,1748622008555.14,,,,
EAP,,2001,,IMF,573235162546.601,513384624427.909,,573235162546.601,513384624427.909,1862936700598.97,,,,
EAP,,2002,,IMF,650862491629.018,584039689713.498,,650862491629.018,584039689713.498,2063865597523.44,,,,
EAP,,2003,,IMF,802697517225.695,728260463974.056,,802697517225.695,728260463974.056,2337904282151.01,,,,
EAP,,2004,,IMF,1030363043251.07,947181435066.285,,1030363043251.07,947181435066.285,2712369133554.55,,,,
EAP,,2005,,IMF,1261903969726.24,1102797247561.1,,1261903969726.24,1102797247561.1,3140099149726.9,,,,
EAP,,2006,,IMF,1560335738097.33,1291806827546.32,,1560335738097.33,1291806827546.32,3783281484312.31,,,,
EAP,,2007,,IMF,1913170312693.34,1538873695921.21,,1913170312693.34,1538873695921.21,4787059707873.47,,,,
EAP,,2008,,IMF,2250803421148.48,1858611165174.83,,2250803421148.48,1858611165174.83,6062022801626.32,,,,
EAP,,2009,,IMF,1905973120933.1,1619146136782.74,,1905973120933.1,1619146136782.74,6581358530402.03,,,,
EAP,,2010,,IMF,2469886258639.28,2189537286472.76,,2469886258639.28,2189537286472.76,8008617895382.8,,,,
EAP,,2011,,IMF,2975656865195.36,2740719072194.26,,2975656865195.36,2740719072194.26,9774263725668.94,,,,
EAP,,2012,,IMF,3167634012885.56,2918102728624.18,,3167634012885.56,2918102728624.18,10905342361452.4,,,,
EAP,,2013,,IMF,3367233356449.62,3122531284923.66,,3367233356449.62,3122531284923.66,12047516755923.6,,,,
EAP,,2014,,IMF,3501063313571.15,3242359155413.26,,3501063313571.15,3242359155413.26,13004694293114.3,,,,
EAP,,2015,,IMF,3335925907472.1,2931456742171.72,,3335925907472.1,2931456742171.72,13548910408226.5,24.6213592603478,21.6361069181757,6.66142821920221,4.71920276681852
EAP,,2016,,IMF,3186254392076.41,2876485560964.5,,3186254392076.41,2876485560964.5,13844122755580.7,23.0152133748741,20.7776658134944,6.51007729157016,4.75527776647786
EAP,,2017,,IMF,3544681031780.24,3273095856389.68,,3544681031780.24,3273095856389.68,15115625538820.6,23.450442210788,21.6537241411781,6.66669091382653,4.82032536758894
EAP,,2018,,IMF,3882772295128.36,3776281117731.74,,3882772295128.36,3776281117731.74,16902106236749.5,22.9721209933365,22.3420742056463,6.53719009221585,4.91927044261438
EAP,,2019,,IMF,3860702038809.63,3694294502255.55,,3860702038809.63,3694294502255.55,17503362758566.8,22.0569161027075,21.106198581455,5.8857935889594,5.06518052442302
EAP,,2020,,IMF,3830314913963.86,3426675498244.05,,3830314913963.86,3426675498244.05,17805361735240.5,21.5121432011285,19.2451888885917,1.34528896450408,5.35322263142449
EAP,,2021,,IMF,4900097428196.65,4435187820233.74,,4900097428196.65,4435187820233.74,21231549654292.7,23.0793206712819,20.8896095313373,7.71979865885916,5.26144564198792
EAP,,2022,,IMF,5274114247304.11,4689989570804.96,,5274114247304.11,4689989570804.96,21563623056097.7,24.4583863925998,21.7495434723746,3.54537500425209,5.15451107926553
EAP,,2023,,IMF,4987099614625.44,4579390851712.93,,4987099614625.44,4579390851712.93,21644107579563.1,23.0413732527109,21.1576792199873,5.25477821929519,
EAR,,2000,,IMF,831802172209.385,783276497515.514,,831802172209.385,783276497515.514,3377884083963.95,,,,
EAR,,2001,,IMF,786223812355.093,759106272055.693,,786223812355.093,759106272055.693,3351422428182.59,,,,
EAR,,2002,,IMF,824327989331.012,778061913770.833,,824327989331.012,778061913770.833,3255298964184.05,,,,
EAR,,2003,,IMF,944239937439.325,868293578046.522,,944239937439.325,868293578046.522,3621766615108.89,,,,
EAR,,2004,,IMF,1173973072370.92,1093645233494.55,,1173973072370.92,1093645233494.55,4208504235790.0,,,,
EAR,,2005,,IMF,1447566675869.81,1311273112407.44,,1447566675869.81,1311273112407.44,4895917406969.0,,,,
EAR,,2006,,IMF,1708695725524.77,1554435989239.55,,1708695725524.77,1554435989239.55,5597875766985.71,,,,
EAR,,2007,,IMF,1975129758163.58,1879213857992.84,,1975129758163.58,1879213857992.84,6627227343207.44,,,,
EAR,,2008,,IMF,2337013085780.12,2239387884068.0,,2337013085780.12,2239387884068.0,7456893137377.44,,,,
EAR,,2009,,IMF,1863059590918.79,1933477971406.67,,1863059590918.79,1933477971406.67,7174570406361.96,,,,
EAR,,2010,,IMF,2390647575371.8,2358975688735.31,,2390647575371.8,2358975688735.31,8714218978329.98,,,,
EAR,,2011,,IMF,2852688274332.68,2803448722309.04,,2852688274332.68,2803448722309.04,9827387161912.76,,,,
EAR,,2012,,IMF,2937413084364.08,2987484669736.33,,2937413084364.08,2987484669736.33,10279191899797.6,,,,
EAR,,2013,,IMF,2924712356231.68,3010673770940.17,,2924712356231.68,3010673770940.17,10438033636609.8,,,,
EAR,,2014,,IMF,2842311164509.0,3084583734428.71,,2842311164509.0,3084583734428.71,10797621479002.5,,,,
EAR,,2015,,IMF,2406344700315.04,2727957792466.13,,2406344700315.04,2727957792466.13,10271831724034.8,23.4266366989297,26.557656567553,4.41374721580019,5.09854921168731
EAR,,2016,,IMF,2390256275463.05,2648768997808.5,,2390256275463.05,2648768997808.5,10571969587055.3,22.6093752519849,25.0546407270387,4.40390271762379,5.02838951772986
EAR,,2017,,IMF,2700602812573.72,2980073646997.54,,2700602812573.72,2980073646997.54,11475929617611.4,23.5327585874113,25.9680369808491,4.64894506795572,4.86223472746513
EAR,,2018,,IMF,3001946556313.97,3223975538822.01,,3001946556313.97,3223975538822.01,11652111473280.5,25.7631122324718,27.6685950543378,3.84109765418582,4.69420843554617
