Country,series,Year,Value,Source,Exports (current US$),Imports (current US$),Current Account Balance (US$),NE.EXP.GNFS.CD,NE.IMP.GNFS.CD,NY.GDP.MKTP.CD,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NY.GDP.MKTP.KD.ZG,SH.XPD.CHEX.GD.ZS
LMC,,2012,,IMF,1186976044974.2,1423069427782.27,,1186976044974.2,1423069427782.27,4470689635852.52,,,,
LMC,,2013,,IMF,1244509425184.91,1422048053341.22,,1244509425184.91,1422048053341.22,4726630256999.24,,,,
LMC,,2014,,IMF,1265880545581.82,1459811776152.08,,1265880545581.82,1459811776152.08,5105129579201.0,,,,
LMC,,2015,,IMF,1156748385470.3,1374303699419.79,,1156748385470.3,1374303699419.79,5098466854471.99,22.6881613333563,26.9552345567247,5.93384849280589,3.93936124255831
LMC,,2016,,IMF,1175624724658.58,1383293242568.84,,1175624724658.58,1383293242568.84,5312048001895.33,22.1312895561018,26.0406766293392,5.68813951458024,3.89863013555118
LMC,,2017,,IMF,1348295383623.19,1608612945687.41,,1348295383623.19,1608612945687.41,5751392726255.85,23.4429371770779,27.9691028286745,5.45313816396977,3.59641856827063
LMC,,2018,,IMF,1487476635690.43,1780922088242.08,,1487476635690.43,1780922088242.08,6004619221945.02,24.7722058753395,29.6592010652959,5.43440527205776,3.48004617017935
LMC,,2019,,IMF,1520975907639.02,1752022396764.35,,1520975907639.02,1752022396764.35,6308107724476.6,24.1114447322667,27.7741356566595,4.07069813320975,3.54548655156744
LMC,,2020,,IMF,1396789979658.56,1541609224064.67,,1396789979658.56,1541609224064.67,6110254911277.36,22.8597660807994,25.2298675988036,-3.60166727252459,3.82557700475676
LMC,,2021,,IMF,1748518073659.16,2036604700014.69,,1748518073659.16,2036604700014.69,6921716347320.78,25.2613367251891,29.4234059562843,6.65798348612181,3.96645501282719
LMC,,2022,,IMF,2050314041308.94,2412537346013.73,,2050314041308.94,2412537346013.73,7377558874199.93,27.7912257464877,32.7010246499098,6.12784415126359,3.89208323319219
LMC,,2023,,IMF,2035343500052.71,2272636916791.68,,2035343500052.71,2272636916791.68,7530591347605.22,27.0276716143941,30.1787311499036,6.01632784783916,
LMY,,2000,,IMF,1376579461332.93,1345298975173.49,,1376579461332.93,1345298975173.49,5670020118148.49,,,,
LMY,,2001,,IMF,1350341143378.34,1341432550991.51,,1350341143378.34,1341432550991.51,5680819143538.62,,,,
LMY,,2002,,IMF,1475231692382.82,1426324824828.22,,1475231692382.82,1426324824828.22,5793320243459.64,,,,
LMY,,2003,,IMF,1745696134502.11,1689862781679.27,,1745696134502.11,1689862781679.27,6485970152666.19,,,,
LMY,,2004,,IMF,2223272893558.64,2167294628399.7,,2223272893558.64,2167294628399.7,7611532445724.19,,,,
LMY,,2005,,IMF,2716316781031.03,2565299373698.11,,2716316781031.03,2565299373698.11,8989307216308.17,,,,
LMY,,2006,,IMF,3289241513501.94,3012593006302.95,,3289241513501.94,3012593006302.95,10584091446503.4,,,,
LMY,,2007,,IMF,3978421448232.83,3653895558379.66,,3978421448232.83,3653895558379.66,12999078253913.5,,,,
LMY,,2008,,IMF,4746697142794.31,4459297481830.83,,4746697142794.31,4459297481830.83,15436551408797.4,,,,
LMY,,2009,,IMF,3908701363672.4,3821257003352.1,,3908701363672.4,3821257003352.1,15480168640273.5,,,,
LMY,,2010,,IMF,4978792136355.88,4859568270521.32,,4978792136355.88,4859568270521.32,18829707352204.9,,,,
LMY,,2011,,IMF,6007664354184.28,5959874515217.03,,6007664354184.28,5959874515217.03,22178322345801.6,,,,
LMY,,2012,,IMF,6269814315151.57,6290379499751.87,,6269814315151.57,6290379499751.87,23579313882597.3,,,,
LMY,,2013,,IMF,6456945420329.12,6531324785638.56,,6456945420329.12,6531324785638.56,25037837778965.6,,,,
LMY,,2014,,IMF,6499864845067.37,6611897072676.25,,6499864845067.37,6611897072676.25,26210915792732.4,,,,
LMY,,2015,,IMF,5862374505905.13,5881720163042.82,,5862374505905.13,5881720163042.82,25441228963050.9,23.0428117856226,23.118852361987,4.70641374667235,5.22505390292291
LMY,,2016,,IMF,5656925486374.45,5695085351058.34,,5656925486374.45,5695085351058.34,25692480250515.9,22.0178255708141,22.1663509926956,4.73820624805725,5.24327869073161
LMY,,2017,,IMF,6356520357312.21,6455450032318.91,,6356520357312.21,6455450032318.91,28077899127097.7,22.6388745416412,22.9912145602405,5.31962772113314,5.24509607852903
LMY,,2018,,IMF,7013084671662.84,7236432737053.93,,7013084671662.84,7236432737053.93,29904746273220.3,23.4514100457126,24.1982749859816,5.00975898499578,5.19056041528478
LMY,,2019,,IMF,6931672310704.35,7064464509638.24,,6931672310704.35,7064464509638.24,30622477245854.4,22.6358966815552,23.0695395833615,4.1365914075449,5.24723489045115
LMY,,2020,,IMF,6433063439427.51,6284092858141.39,,6433063439427.51,6284092858141.39,29667488251107.8,21.6838829933211,21.1817488725448,-1.05744327400041,5.50648181410466
LMY,,2021,,IMF,8366056838389.65,8182036829884.7,,8366056838389.65,8182036829884.7,34992770913888.4,23.9079576149518,23.3820775440144,7.4142150848723,5.43628957876351
LMY,,2022,,IMF,9426357097837.33,9230934214362.06,,9426357097837.33,9230934214362.06,36712853300728.5,25.6759043505079,25.1436033553373,3.95905115842071,5.28070740290848
LMY,,2023,,IMF,9082167544113.57,9015271721773.71,,9082167544113.57,9015271721773.71,37824423052000.7,24.0113842096877,23.8345254053963,4.81773759371491,
LSO,,2000,,IMF,,,-76931168.5064926,,,887291687.920796,,,,
LSO,,2001,,IMF,,,28565235.4627495,,,825706961.238689,,,,
LSO,,2002,,IMF,,,63517511.4928755,,,775777238.55814,,,,
LSO,,2003,,IMF,,,-17196102.2629867,,,1157825434.78971,,,,
LSO,,2004,,IMF,,,26583382.9201554,,,1511236655.52047,,,,
LSO,,2005,,IMF,,,95690766.9939893,,,1682343527.49221,,,,
LSO,,2006,,IMF,,,215991968.342666,,,1800092563.75462,,,,
LSO,,2007,,IMF,895714317.143257,1880626511.18856,305170975.083925,895714317.143257,1880626511.18856,1682131784.51365,,,,
LSO,,2008,,IMF,935018108.093681,1911931986.34149,277605045.505935,935018108.093681,1911931986.34149,1766902709.19935,,,,
LSO,,2009,,IMF,779282540.253496,1986907945.71516,-51274691.8516195,779282540.253496,1986907945.71516,1740894964.80511,,,,
LSO,,2010,,IMF,941418358.425094,2413002185.85207,-245868594.861865,941418358.425094,2413002185.85207,2234754241.91918,,,,
LSO,,2011,,IMF,1230967657.95672,2632900425.6257,-305832045.178507,1230967657.95672,2632900425.6257,2579409619.96722,,,,
LSO,,2012,,IMF,1035578774.96347,2686142425.71846,-464947065.454406,1035578774.96347,2686142425.71846,2477702216.26888,,,,
LSO,,2013,,IMF,905412759.607014,2251498994.73531,-254653695.904625,905412759.607014,2251498994.73531,2367112931.642,,,,
LSO,,2014,,IMF,931258117.828484,2151620838.25379,-205541577.058001,931258117.828484,2151620838.25379,2441063054.05792,,,,
LSO,,2015,,IMF,1012112198.1144,2048938857.02493,-135263943.849288,1012112198.1144,2048938857.02493,2359686724.53829,42.8918037123102,86.8309693705568,3.12406678044546,9.29659843
LSO,,2016,,IMF,967977351.678437,1914308304.95789,-222051923.118994,967977351.678437,1914308304.95789,2114426452.2019,45.7796652454104,90.53558249635,3.60890731687714,9.24263859
LSO,,2017,,IMF,1095170222.07101,2281133086.57192,-207854661.896848,1095170222.07101,2281133086.57192,2306741672.29006,47.4769340332662,98.8898372962274,-3.13817493733471,10.57478237
LSO,,2018,,IMF,1273857561.24071,2418257076.54705,-143756388.869901,1273857561.24071,2418257076.54705,2556247291.99785,49.8331114219045,94.6018440436975,-1.48063315848241,11.1686039
LSO,,2019,,IMF,1104727469.64081,2254606913.26468,-178287446.003358,1104727469.64081,2254606913.26468,2390702295.82777,46.2093281781161,94.3073053135637,-1.41799383085205,21.96986771
LSO,,2020,,IMF,912849307.419814,1984851478.86231,-120966703.203501,912849307.419814,1984851478.86231,2053699870.07191,44.44901227889,96.6475923666881,-8.15595879914267,10.45941448
LSO,,2021,,IMF,1113103686.39922,2244255170.85857,-196056666.976194,1113103686.39922,2244255170.85857,2412130021.64641,46.1460898214545,93.0403896439522,2.26671067006538,10.81370068
LSO,,2022,,IMF,1095216413.92642,2257663633.08364,-268875587.947406,1095216413.92642,2257663633.08364,2354980884.15271,46.5063823361123,95.8675991077489,2.38778020186284,12.65127754
LSO,,2023,,IMF,909092602.662977,2088115573.28301,-151576748.208891,909092602.662977,2088115573.28301,2117962430.3041,42.9229805805595,98.5907749545486,1.82662525852363,
LTE,,2000,,IMF,1082453885620.62,958714214922.197,,1082453885620.62,958714214922.197,3427127607250.87,,,,
LTE,,2001,,IMF,1113921189018.45,1007229733961.99,,1113921189018.45,1007229733961.99,3545454686439.97,,,,
LTE,,2002,,IMF,1230872836047.16,1100122783820.06,,1230872836047.16,1100122783820.06,3760733996281.37,,,,
LTE,,2003,,IMF,1517383798866.65,1346616581938.87,,1517383798866.65,1346616581938.87,4286509570678.26,,,,
LTE,,2004,,IMF,1952685663991.27,1725125191788.72,,1952685663991.27,1725125191788.72,5151794191851.87,,,,
LTE,,2005,,IMF,2404205363935.89,2030517283855.78,,2404205363935.89,2030517283855.78,6210723655666.45,,,,
LTE,,2006,,IMF,2940681772019.71,2430001054734.91,,2940681772019.71,2430001054734.91,7495723841785.38,,,,
LTE,,2007,,IMF,3576191263378.32,3028888871469.2,,3576191263378.32,3028888871469.2,9444870827919.88,,,,
LTE,,2008,,IMF,4333630077910.48,3704074962242.25,,4333630077910.48,3704074962242.25,11749718159807.4,,,,
LTE,,2009,,IMF,3496260759022.02,3044062377199.64,,3496260759022.02,3044062377199.64,11368055662732.1,,,,
LTE,,2010,,IMF,4372999928054.18,3805242816597.1,,4372999928054.18,3805242816597.1,13673596482286.5,,,,
LTE,,2011,,IMF,5369009068777.32,4687260147134.24,,5369009068777.32,4687260147134.24,16657387943146.7,,,,
LTE,,2012,,IMF,5644924359324.17,4918844707524.93,,5644924359324.17,4918844707524.93,17828118099875.4,,,,
LTE,,2013,,IMF,5925679592015.21,5230858177857.32,,5925679592015.21,5230858177857.32,19224280443537.8,,,,
LTE,,2014,,IMF,6042631433310.06,5374898784685.93,,6042631433310.06,5374898784685.93,19987237041216.9,,,,
LTE,,2015,,IMF,5468425515183.03,4760113651735.13,,5468425515183.03,4760113651735.13,18784732096877.7,29.1110114692132,25.340332921364,4.70094335810418,5.45417976345946
LTE,,2016,,IMF,5235338922688.35,4690723135657.2,,5235338922688.35,4690723135657.2,18828510013671.3,27.8053808765908,24.9128748491053,4.44747425684773,5.53887738948853
LTE,,2017,,IMF,5879661975393.55,5286285304711.44,,5879661975393.55,5286285304711.44,20875187048422.1,28.1657930142378,25.3232955108347,5.30206982079058,5.63730695685838
LTE,,2018,,IMF,6537426899023.49,5929263488858.08,,6537426899023.49,5929263488858.08,22893811867077.4,28.5554320834823,25.8989788301035,5.44109300446654,5.61712622605218
LTE,,2019,,IMF,6491297999827.67,6005906346784.87,,6491297999827.67,6005906346784.87,23350735596984.1,27.7991156761077,25.7204160521631,4.74554139385988,5.77394271988581
LTE,,2020,,IMF,6241022197947.67,5582125023566.42,,6241022197947.67,5582125023566.42,22862413053120.2,27.2981779458135,24.4161673161818,0.303693779788787,6.12303976552995
LTE,,2021,,IMF,7979252635390.62,6966603139299.0,,7979252635390.62,6966603139299.0,27277869480236.8,29.2517443166582,25.5393961186976,7.5862532160528,5.91048493178983
LTE,,2022,,IMF,8883300300550.56,7539864729070.86,,8883300300550.56,7539864729070.86,28540512833862.8,31.1252301325528,26.4181122916788,3.30286706491528,5.82776755014006
LTE,,2023,,IMF,8531598759065.43,7539980335314.57,,8531598759065.43,7539980335314.57,28903171309924.7,29.5178638620042,26.0870347217764,4.35348918461054,
LTU,,2000,,IMF,4447864479.93094,5161331894.69141,-674897500.0,4447864479.93094,5161331894.69141,11550695727.2335,,,,
LTU,,2001,,IMF,5396323694.43246,6065911091.92922,-573575000.0,5396323694.43246,6065911091.92922,12260761329.3051,,,,
LTU,,2002,,IMF,6759675965.06058,7570066685.4513,-720695986.246632,6759675965.06058,7570066685.4513,14282292664.6004,,,,
LTU,,2003,,IMF,8681096446.70051,9769109983.07953,-1278352880.78804,8681096446.70051,9769109983.07953,18809197969.5431,,,,
LTU,,2004,,IMF,11035742672.6279,12633539493.2936,-1769593568.09884,11035742672.6279,12633539493.2936,22743164431.1972,,,,
LTU,,2005,,IMF,14387565617.6141,16272919517.3529,-1915412215.30868,14387565617.6141,16272919517.3529,26105207115.3129,,,,
LTU,,2006,,IMF,17215943029.2383,20312938888.1917,-3217554911.89668,17215943029.2383,20312938888.1917,30116192746.8942,,,,
LTU,,2007,,IMF,20500472085.3859,25702866721.4012,-6096360249.84744,20500472085.3859,25702866721.4012,39729151614.6689,,,,
LTU,,2008,,IMF,27541583491.8777,33089174593.8826,-6498619921.2067,27541583491.8777,33089174593.8826,47831254207.5223,,,,
LTU,,2009,,IMF,19363046983.5974,20021144008.8963,841595544.179419,19363046983.5974,20021144008.8963,37494380038.9213,,,,
LTU,,2010,,IMF,23740962644.3557,24484526320.2937,72529005.5800892,23740962644.3557,24484526320.2937,36638128534.0643,,,,
LTU,,2011,,IMF,31728784749.2403,32897788514.4604,-1592245406.21374,31728784749.2403,32897788514.4604,43186501862.7907,,,,
LTU,,2012,,IMF,33580700075.8524,33318801481.7615,-686270648.332061,33580700075.8524,33318801481.7615,42709372066.8627,,,,
LTU,,2013,,IMF,36599310828.8094,35924555727.5656,790622492.446432,36599310828.8094,35924555727.5656,46303660422.0434,,,,
LTU,,2014,,IMF,35075486128.0286,34143020506.3387,1713429319.82802,35075486128.0286,34143020506.3387,48306546656.9281,,,,
LTU,,2015,,IMF,28498914823.207,28908846550.9062,-1045775084.77299,28498914823.207,28908846550.9062,41540954817.2039,68.6043807818409,69.5911942277597,2.83280643343234,6.49043989
LTU,,2016,,IMF,29095247184.8522,28782248191.6343,-435985080.49949,29095247184.8522,28782248191.6343,42970749245.0336,67.7094248902699,66.9810247606071,2.67192215053329,6.63746262
LTU,,2017,,IMF,35152006747.9412,34056328974.8824,519102953.266072,35152006747.9412,34056328974.8824,47756764508.446,73.6063406090345,71.3120524922902,4.61224310312809,6.4444623
LTU,,2018,,IMF,40441054996.4392,39433464608.6745,168209896.366926,40441054996.4392,39433464608.6745,54261795148.5372,74.5295191317116,72.6726133935094,4.91836780106811,6.53038597
LTU,,2019,,IMF,42344067359.6078,39443296204.549,2060203713.0806,42344067359.6078,39443296204.549,55122066225.796,76.8187229886379,71.5562730231805,4.67735183530451,6.98445415
LTU,,2020,,IMF,41586229552.7005,36377346995.4865,4147848145.50856,41586229552.7005,36377346995.4865,57412038533.2718,72.4346855034597,63.361880060059,0.0428158336981426,7.47439718
LTU,,2021,,IMF,53381777500.2317,50396505475.3868,985050876.493499,53381777500.2317,50396505475.3868,67037321008.9679,79.6299385130419,75.1767891629276,6.38001606179873,7.75970221
LTU,,2022,,IMF,61643097916.829,63129065380.5839,-4322393326.4294,61643097916.829,63129065380.5839,71033884499.7824,86.7798492943433,88.8717628567494,2.53752574011534,7.24335003
LTU,,2023,,IMF,61017599737.3148,57902756764.1579,878388495.21653,61017599737.3148,57902756764.1579,79789877416.1681,76.4728581033646,72.5690509112436,0.342262716277261,7.29381466
LUX,,2000,,IMF,31345279139.575,26488356335.1122,2504744871.68626,31345279139.575,26488356335.1122,21230182989.3036,,,,
LUX,,2001,,IMF,31268767982.6717,26641322485.1504,1654765115.1182,31268767982.6717,26641322485.1504,21387533703.2327,,,,
LUX,,2002,,IMF,32249319537.982,27038258008.9369,1689256199.55811,32249319537.982,27038258008.9369,23649833332.1655,,,,
LUX,,2003,,IMF,39412388094.1019,33265876312.4356,2147825362.73345,39412388094.1019,33265876312.4356,29667268248.1305,,,,
LUX,,2004,,IMF,50400230064.1129,42601162807.2893,2526364153.93288,50400230064.1129,42601162807.2893,35064843792.8993,,,,
LUX,,2005,,IMF,57949162558.3564,49069300287.1035,2609122300.37735,57949162558.3564,49069300287.1035,37672280120.4794,,,,
LUX,,2006,,IMF,71977613139.6387,59275748177.4282,2852083098.10063,71977613139.6387,59275748177.4282,42910146296.0646,,,,
LUX,,2007,,IMF,87480215780.934,71143315823.83,3377506569.87224,87480215780.934,71143315823.83,51587401415.7872,,,,
LUX,,2008,,IMF,95030426100.714,76920486012.782,3659318722.84633,95030426100.714,76920486012.782,58844277701.5258,,,,
LUX,,2009,,IMF,80570783795.9734,62968336727.6023,3004526403.6267,80570783795.9734,62968336727.6023,54467289897.5582,,,,
LUX,,2010,,IMF,91465696292.8502,73618971440.6001,3268451960.54857,91465696292.8502,73618971440.6001,56213985987.4168,,,,
LUX,,2011,,IMF,104568486412.666,85896851544.3192,3473214202.62429,104568486412.666,85896851544.3192,61696281326.2453,,,,
LUX,,2012,,IMF,102344215078.842,84030679320.9293,3141502982.56419,102344215078.842,84030679320.9293,59776383527.3602,,,,
LUX,,2013,,IMF,115007710906.273,93990637386.7422,3392884122.8651,115007710906.273,93990637386.7422,65203276466.9763,,,,
LUX,,2014,,IMF,125763218895.967,103651876358.482,3391095714.44131,125763218895.967,103651876358.482,68804811897.6445,,,,
LUX,,2015,,IMF,115238593327.577,95691946360.7722,3376861230.39144,115238593327.577,95691946360.7722,60071584216.1375,191.835449041844,159.296525319647,2.26978423302835,5.08113575
LUX,,2016,,IMF,118895618024.066,97891285783.9403,4613488256.8958,118895618024.066,97891285783.9403,62216885435.9488,191.098633740622,157.338775636266,4.97819011520116,5.07103872
LUX,,2017,,IMF,126658587133.284,105827158919.454,4061232401.84245,126658587133.284,105827158919.454,65712180342.9836,192.747503540731,161.046488439573,1.31718713754285,5.13535357
LUX,,2018,,IMF,140193787082.697,117040520850.147,5914262206.51638,140193787082.697,117040520850.147,71085623495.1145,197.218199953374,164.647245245294,1.61129561338169,5.27988529
LUX,,2019,,IMF,144341752039.059,123031122937.043,6023528568.39594,144341752039.059,123031122937.043,69872035113.6469,206.580145839872,176.080634744548,2.74931929072659,5.46495819
LUX,,2020,,IMF,150610309020.746,126083443113.34,3756778077.24839,150610309020.746,126083443113.34,73670782100.3909,204.436962289215,171.144434087217,-0.510051634039826,5.76488066
LUX,,2021,,IMF,186265544320.237,157127164919.606,5593705468.16695,186265544320.237,157127164919.606,86386759695.1653,215.618162988769,181.888017879203,6.9297342584233,5.66065645
LUX,,2022,,IMF,179628968244.446,153417111267.143,5080128243.65126,179628968244.446,153417111267.143,80801680397.0139,222.308456163103,189.868713761072,-1.09505351160836,5.55154753
LUX,,2023,,IMF,190706859784.035,163493567738.421,4910270586.00617,190706859784.035,163493567738.421,87574021091.7525,217.766476183877,186.691858727289,-0.693632727692318,5.78284121
LVA,,2000,,IMF,2927652375.43453,3561696407.87949,-290706944.739854,2927652375.43453,3561696407.87949,7761252607.18424,,,,
LVA,,2001,,IMF,3177771434.96754,4044694425.78912,-500858721.499313,3177771434.96754,4044694425.78912,8190888739.6463,,,,
LVA,,2002,,IMF,3492097544.33834,4459960209.18599,-522806938.288997,3492097544.33834,4459960209.18599,9249030241.01864,,,,
LVA,,2003,,IMF,4243384577.54274,5717024966.17882,-849262842.484455,4243384577.54274,5717024966.17882,11244337719.8377,,,,
LVA,,2004,,IMF,5617268114.99935,7827520489.1375,-1679792106.9264,5617268114.99935,7827520489.1375,13827070378.5612,,,,
LVA,,2005,,IMF,7306359676.41568,9737186060.9832,-1985616844.0839,7306359676.41568,9737186060.9832,16306935905.4138,,,,
LVA,,2006,,IMF,8573078755.95686,13025682217.2059,-4520558736.67535,8573078755.95686,13025682217.2059,20434922247.3037,,,,
LVA,,2007,,IMF,11881893037.8881,17797774586.2399,-6426791354.30902,11881893037.8881,17797774586.2399,29420499247.7089,,,,
LVA,,2008,,IMF,14075490425.3764,18615164449.6419,-4483621315.02018,14075490425.3764,18615164449.6419,34135200994.0067,,,,
LVA,,2009,,IMF,11149111759.7998,11673201278.8435,2059020546.08257,11149111759.7998,11673201278.8435,25691530442.035,,,,
LVA,,2010,,IMF,12758661553.3451,13258875479.6877,412690878.210669,12758661553.3451,13258875479.6877,23468324572.3343,,,,
LVA,,2011,,IMF,16424151962.0837,18053570798.0749,-943496960.619577,16424151962.0837,18053570798.0749,26575547900.8247,,,,
LVA,,2012,,IMF,17308649300.9135,18813181777.956,-1049324807.3387,17308649300.9135,18813181777.956,27116149948.6683,,,,
LVA,,2013,,IMF,18242229970.9627,19561429184.0202,-841193109.029092,18242229970.9627,19561429184.0202,29152128167.8438,,,,
LVA,,2014,,IMF,19247854748.9533,20125302946.9768,-466652970.971887,19247854748.9533,20125302946.9768,30277203767.4058,,,,
LVA,,2015,,IMF,16490529213.9902,16803736936.4234,-33288548.6954912,16490529213.9902,16803736936.4234,26344565876.8902,62.5955625575744,63.7844518484318,3.78336712084972,5.65211773
LVA,,2016,,IMF,16793194616.7362,16650471636.2697,476331924.20508,16793194616.7362,16650471636.2697,27117105059.5075,61.9284196446641,61.4020987849952,2.55168601974034,6.1332593
LVA,,2017,,IMF,18851412292.5247,18978997354.9141,450513816.327532,18851412292.5247,18978997354.9141,29391059767.4259,64.1399542639756,64.5740490649083,3.39894872623931,5.96542788
LVA,,2018,,IMF,21235396108.6282,21399793243.0745,-127710041.135512,21235396108.6282,21399793243.0745,33247935477.3576,63.8698186932234,64.3642768665985,4.30971286294503,6.18867874
LVA,,2019,,IMF,20699384824.9176,20771523762.3294,-57481569.588741,20699384824.9176,20771523762.3294,33099503950.847,62.5368430163073,62.7547886916228,0.675372771884227,6.63697243
LVA,,2020,,IMF,20915609598.0545,20436512013.5674,1032342018.67847,20915609598.0545,20436512013.5674,33379927434.6149,62.6592422617585,61.2239557848013,-3.46922750780554,7.28520584
LVA,,2021,,IMF,25510768209.8252,26722730484.7438,-1579429701.01007,25510768209.8252,26722730484.7438,38183326784.9335,66.8112769573847,69.985338457434,6.94254173062592,9.10995388
LVA,,2022,,IMF,29453042751.9515,31311327145.253,-2082282374.63475,29453042751.9515,31311327145.253,38014713595.7686,77.4780077659979,82.3663370930625,1.80677198008065,7.62168407
LVA,,2023,,IMF,28293712958.4613,29873484267.5692,-1662890537.4911,28293712958.4613,29873484267.5692,42572151720.138,66.4606129012677,70.1714220694136,2.85421800106587,
MAC,,2000,,IMF,6046798489.88898,3962920046.34994,,6046798489.88898,3962920046.34994,6774193548.3871,,,,
MAC,,2001,,IMF,6258293396.40256,4033733739.9639,,6258293396.40256,4033733739.9639,6860272608.45211,,,,
MAC,,2002,,IMF,6875142918.35134,4358037217.71253,2324191735.47545,6875142918.35134,4358037217.71253,7371692774.43404,,,,
MAC,,2003,,IMF,7657792603.41386,4776941622.87357,2524835291.27999,7657792603.41386,4776941622.87357,8246479565.94248,,,,
MAC,,2004,,IMF,10086671052.0132,5761532632.5006,3507498448.53013,10086671052.0132,5761532632.5006,10643253553.184,,,,
MAC,,2005,,IMF,10261432156.6483,6321506566.23058,2876302374.9776,10261432156.6483,6321506566.23058,12160056122.3757,,,,
MAC,,2006,,IMF,11682917519.9521,7472792974.65227,2215148786.22818,11682917519.9521,7472792974.65227,14874098691.9082,,,,
MAC,,2007,,IMF,14545933761.365,9549700629.20506,3998678846.06026,14545933761.365,9549700629.20506,18439981612.4086,,,,
MAC,,2008,,IMF,16757376145.7137,9864328544.12221,3272183735.95384,16757376145.7137,9864328544.12221,21027018332.6663,,,,
MAC,,2009,,IMF,16948547540.2112,7565488347.5448,5946716531.13634,16948547540.2112,7565488347.5448,21587786905.8499,,,,
MAC,,2010,,IMF,24689782843.9294,9183455035.02342,10991668766.2143,24689782843.9294,9183455035.02342,28241798491.593,,,,
MAC,,2011,,IMF,33286115800.4382,11993203468.9048,14878561933.1337,33286115800.4382,11993203468.9048,36845888757.1886,,,,
MAC,,2012,,IMF,39204422002.6774,14227025641.4878,16772190964.2071,39204422002.6774,14227025641.4878,43189721376.9846,,,,
MAC,,2013,,IMF,46720876977.8909,15856171820.7768,20271917015.6601,46720876977.8909,15856171820.7768,51536595089.2793,,,,
MAC,,2014,,IMF,47019523535.9289,18114644198.1844,17956377877.2335,47019523535.9289,18114644198.1844,54902831793.5018,,,,
MAC,,2015,,IMF,35365862822.1056,18015494128.9624,10515352419.5491,35365862822.1056,18015494128.9624,45048190598.3249,78.5067332391829,39.9916043012666,-21.5142932394829,
MAC,,2016,,IMF,34542937992.7415,16019509037.0759,11954320300.1627,34542937992.7415,16019509037.0759,45070808688.9611,76.6414870235109,35.5429811513443,-0.679183617886864,
MAC,,2017,,IMF,40576247124.8135,17327807459.7798,15500705424.2356,40576247124.8135,17327807459.7798,50383871120.8733,80.5341991834433,34.3915762610014,9.86005151357863,
MAC,,2018,,IMF,45626098558.9731,18320826479.3081,18145856574.7266,45626098558.9731,18320826479.3081,55190661339.7796,82.6699616409331,33.1955190145603,6.40527915704645,
MAC,,2019,,IMF,45556578489.233,17624500184.0042,18475928558.1555,45556578489.233,17624500184.0042,55082293844.1008,82.706393125478,31.9966707157961,-2.5634151500998,
MAC,,2020,,IMF,15578174258.7553,15214301754.0733,3752162117.21353,15578174258.7553,15214301754.0733,25343525935.8358,61.4680620928429,60.0323009221074,-54.3361062745857,
MAC,,2021,,IMF,28163025268.0272,23769063692.4567,2704980889.61798,28163025268.0272,23769063692.4567,30969334705.0515,90.9384251752539,76.750320660197,23.5358913163209,
MAC,,2022,,IMF,21096795295.7432,20921970250.9769,3475783775.70658,21096795295.7432,20921970250.9769,24999113475.8368,84.3901737400991,83.690848762294,-19.6093449325728,
MAC,,2023,,IMF,41844931226.1964,23200043654.0959,14379672810.5144,41844931226.1964,23200043654.0959,45803067940.4072,91.3583589654724,50.651724212624,75.0618571360857,
MAF,,2000,,IMF,,,,,,,,,,
MAF,,2001,,IMF,,,,,,,,,,
MAF,,2002,,IMF,,,,,,,,,,
MAF,,2003,,IMF,,,,,,,,,,
MAF,,2004,,IMF,,,,,,,,,,
MAF,,2005,,IMF,,,,,,,,,,
MAF,,2006,,IMF,,,,,,,,,,
MAF,,2007,,IMF,,,,,,,,,,
MAF,,2008,,IMF,,,,,,,,,,
MAF,,2009,,IMF,,,,,,,,,,
MAF,,2010,,IMF,,,,,,,,,,
MAF,,2011,,IMF,,,,,,775875857.926244,,,,
MAF,,2012,,IMF,,,,,,,,,,
MAF,,2013,,IMF,,,,,,,,,,
MAF,,2014,,IMF,,,,,,772921756.347188,,,,
MAF,,2015,,IMF,,,,,,,,,1.0,
MAF,,2016,,IMF,,,,,,,,,5.0,
MAF,,2017,,IMF,,,,,,,,,-8.00000324038295,
MAF,,2018,,IMF,,,,,,,,,-7.99999506898229,
MAF,,2019,,IMF,,,,,,652205849.387956,,,6.50000363700821,
MAF,,2020,,IMF,,,,,,,,,-12.500002246731,
MAF,,2021,,IMF,,,,,,649206156.194207,,,4.89999967133534,
MAF,,2022,,IMF,,,,,,,,,,
MAF,,2023,,IMF,,,,,,,,,,
MAR,,2000,,IMF,10408859646.151,12579800084.6979,-474860979.69632,10408859646.151,12579800084.6979,43017455401.8445,,,,
MAR,,2001,,IMF,11131243438.1214,12314903925.7364,1611062574.23377,11131243438.1214,12314903925.7364,43831480207.6444,,,,
MAR,,2002,,IMF,12213885545.7762,13353797749.7505,1476900043.10117,12213885545.7762,13353797749.7505,47077192187.6418,,,,
MAR,,2003,,IMF,14319608062.4725,16048236121.325,1581783222.10705,14319608062.4725,16048236121.325,58029363354.2757,,,,
MAR,,2004,,IMF,16759410598.7844,19968080462.6333,969563446.367102,16759410598.7844,19968080462.6333,66114145451.0067,,,,
MAR,,2005,,IMF,19275921048.2382,23064213861.9615,1040567278.23625,19275921048.2382,23064213861.9615,68852658068.6673,,,,
